,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
1176,1252,Sory bos.gue ikut d sini. Bangun messnya.  Gaji telat &amp,Negatif,sory bos.gue ikut d sini. bangun messnya.  gaji telat &amp,sory bos gue ikut   sini  bangun messnya  gaji telat,sory bos saya ikut sini bangun messnya gaji telat,"['sory', 'bos', 'saya', 'ikut', 'sini', 'bangun', 'messnya', 'gaji', 'telat']","['sory', 'bos', '', 'ikut', 'sini', 'bangun', 'messnya', 'gaji', 'telat']","['sory', 'bos', '', 'ikut', 'sini', 'bangun', 'messnya', 'gaji', 'telat']","['sory', 'bos', 'ikut', 'sini', 'bangun', 'messnya', 'gaji', 'telat']"
1177,1253,Akan indah jika dibangun tanpa tiang listrik..pakai kabel tanam✌️,Positif,akan indah jika dibangun tanpa tiang listrik..pakai kabel tanam✌️,akan indah jika dibangun tanpa tiang listrik  pakai kabel tanam,akan indah jika dibangun tanpa tiang listrik pakai kabel tanam,"['akan', 'indah', 'jika', 'dibangun', 'tanpa', 'tiang', 'listrik', 'pakai', 'kabel', 'tanam']","['', 'indah', '', 'dibangun', '', 'tiang', 'listrik', 'pakai', 'kabel', 'tanam']","['', 'indah', '', 'bangun', '', 'tiang', 'listrik', 'pakai', 'kabel', 'tanam']","['indah', 'bangun', 'tiang', 'listrik', 'pakai', 'kabel', 'tanam']"
1178,1254,Semoga penduduk JKT berkurang kurang lebih 1 juta.. &quot,Netral,semoga penduduk jkt berkurang kurang lebih 1 juta.. &quot,semoga penduduk jkt berkurang kurang lebih   juta,semoga penduduk jakarta berkurang kurang lebih juta,"['semoga', 'penduduk', 'jakarta', 'berkurang', 'kurang', 'lebih', 'juta']","['semoga', 'penduduk', 'jakarta', 'berkurang', 'kurang', 'lebih', 'juta']","['moga', 'duduk', 'jakarta', 'kurang', 'kurang', 'lebih', 'juta']","['moga', 'duduk', 'jakarta', 'kurang', 'kurang', 'lebih', 'juta']"
1179,1255,Bismillah semoga bisa punya rumah dan bisnis di IKN,Netral,bismillah semoga bisa punya rumah dan bisnis di ikn,bismillah semoga bisa punya rumah dan bisnis di ikn,bismillah semoga bisa punya rumah dan bisnis di ikn,"['bismillah', 'semoga', 'bisa', 'punya', 'rumah', 'dan', 'bisnis', 'di', 'ikn']","['bismillah', 'semoga', '', 'punya', 'rumah', '', 'bisnis', '', 'ikn']","['bismillah', 'moga', '', 'punya', 'rumah', '', 'bisnis', '', 'ikn']","['bismillah', 'moga', 'punya', 'rumah', 'bisnis', 'ikn']"
1180,1256,"Semoga ikan lekas berdiri sebelum pak jokowi pensiun,khawatir ikn akan mandek jika pemimpin selanjutnya ndak fokus dengan ikn",Positif,"semoga ikan lekas berdiri sebelum pak jokowi pensiun,khawatir ikn akan mandek jika pemimpin selanjutnya ndak fokus dengan ikn",semoga ikan lekas berdiri sebelum pak jokowi pensiun khawatir ikn akan mandek jika pemimpin selanjutnya ndak fokus dengan ikn,semoga ikn lekas berdiri sebelum bapak jokowi pensiun khawatir ikn akan mandek jika pemimpin selanjutnya tidak fokus dengan ikn,"['semoga', 'ikn', 'lekas', 'berdiri', 'sebelum', 'bapak', 'jokowi', 'pensiun', 'khawatir', 'ikn', 'akan', 'mandek', 'jika', 'pemimpin', 'selanjutnya', 'tidak', 'fokus', 'dengan', 'ikn']","['semoga', 'ikn', 'lekas', 'berdiri', '', 'bapak', 'jokowi', 'pensiun', 'khawatir', 'ikn', '', 'mandek', '', 'pemimpin', 'selanjutnya', '', 'fokus', '', 'ikn']","['moga', 'ikn', 'lekas', 'diri', '', 'bapak', 'jokowi', 'pensiun', 'khawatir', 'ikn', '', 'mandek', '', 'pimpin', 'lanjut', '', 'fokus', '', 'ikn']","['moga', 'ikn', 'lekas', 'diri', 'bapak', 'jokowi', 'pensiun', 'khawatir', 'ikn', 'mandek', 'pimpin', 'lanjut', 'fokus', 'ikn']"
1181,1257,Mending Anggarannya untuk membangun Pertahanan Negara Khususnya Maritim dari Ancaman Negara Luar,Negatif,mending anggarannya untuk membangun pertahanan negara khususnya maritim dari ancaman negara luar,mending anggarannya untuk membangun pertahanan negara khususnya maritim dari ancaman negara luar,mending anggarannya untuk membangun pertahanan negara khususnya maritim dari ancaman negara luar,"['mending', 'anggarannya', 'untuk', 'membangun', 'pertahanan', 'negara', 'khususnya', 'maritim', 'dari', 'ancaman', 'negara', 'luar']","['mending', 'anggarannya', '', 'membangun', 'pertahanan', 'negara', 'khususnya', 'maritim', '', 'ancaman', 'negara', 'luar']","['mending', 'anggar', '', 'bangun', 'tahan', 'negara', 'khusus', 'maritim', '', 'ancam', 'negara', 'luar']","['mending', 'anggar', 'bangun', 'tahan', 'negara', 'khusus', 'maritim', 'ancam', 'negara', 'luar']"
1182,1258,"Rakyat lagi susah pak, dananya mending buat subsidi rakyat aja",Negatif,"rakyat lagi susah pak, dananya mending buat subsidi rakyat aja",rakyat lagi susah pak  dananya mending buat subsidi rakyat aja,rakyat lagi susah bapak dananya mending buat subsidi rakyat saja,"['rakyat', 'lagi', 'susah', 'bapak', 'dananya', 'mending', 'buat', 'subsidi', 'rakyat', 'saja']","['rakyat', '', 'susah', 'bapak', 'dananya', 'mending', 'buat', 'subsidi', 'rakyat', '']","['rakyat', '', 'susah', 'bapak', 'dana', 'mending', 'buat', 'subsidi', 'rakyat', '']","['rakyat', 'susah', 'bapak', 'dana', 'mending', 'buat', 'subsidi', 'rakyat']"
1183,1259,Nanti akan kelihatan dengan adanya IKN maka akan terlihat PNS atau pejabat dan anggota DPR mau atau tidak ditempatkan disana... Kalau tidak mau brarti di jakarta cuma mau foya2 saja dan bukan bekerja... Keseriusan akan tercipta dengan adanya IKN.,Netral,nanti akan kelihatan dengan adanya ikn maka akan terlihat pns atau pejabat dan anggota dpr mau atau tidak ditempatkan disana... kalau tidak mau brarti di jakarta cuma mau foya2 saja dan bukan bekerja... keseriusan akan tercipta dengan adanya ikn.,nanti akan kelihatan dengan adanya ikn maka akan terlihat pns atau pejabat dan anggota dpr mau atau tidak ditempatkan disana    kalau tidak mau brarti di jakarta cuma mau foya  saja dan bukan bekerja    keseriusan akan tercipta dengan adanya ikn,nanti akan kelihatan dengan adanya ikn maka akan terlihat pns atau pejabat dan anggota dpr mau atau tidak ditempatkan disana kalau tidak mau berarti di jakarta hanya mau foya saja dan bukan bekerja keseriusan akan tercipta dengan adanya ikn,"['nanti', 'akan', 'kelihatan', 'dengan', 'adanya', 'ikn', 'maka', 'akan', 'terlihat', 'pns', 'atau', 'pejabat', 'dan', 'anggota', 'dpr', 'mau', 'atau', 'tidak', 'ditempatkan', 'disana', 'kalau', 'tidak', 'mau', 'berarti', 'di', 'jakarta', 'hanya', 'mau', 'foya', 'saja', 'dan', 'bukan', 'bekerja', 'keseriusan', 'akan', 'tercipta', 'dengan', 'adanya', 'ikn']","['', '', 'kelihatan', '', 'adanya', 'ikn', '', '', 'terlihat', 'pns', '', 'pejabat', '', 'anggota', 'dpr', 'mau', '', '', 'ditempatkan', 'disana', 'kalau', '', 'mau', 'berarti', '', 'jakarta', '', 'mau', 'foya', '', '', 'bukan', 'bekerja', 'keseriusan', '', 'tercipta', '', 'adanya', 'ikn']","['', '', 'lihat', '', 'ada', 'ikn', '', '', 'lihat', 'pns', '', 'jabat', '', 'anggota', 'dpr', 'mau', '', '', 'tempat', 'sana', 'kalau', '', 'mau', 'arti', '', 'jakarta', '', 'mau', 'foya', '', '', 'bukan', 'kerja', 'serius', '', 'cipta', '', 'ada', 'ikn']","['lihat', 'ada', 'ikn', 'lihat', 'pns', 'jabat', 'anggota', 'dpr', 'mau', 'tempat', 'sana', 'kalau', 'mau', 'arti', 'jakarta', 'mau', 'foya', 'bukan', 'kerja', 'serius', 'cipta', 'ada', 'ikn']"
1184,1260,"Dusekitar IKN disiapkn lah kebon2 buah2an n logistic pangan yg lain,rmh2 dgn solarcell n turbin angin spy seflpiwet n minim polusi jk mungkin spd listrik n mobil listrik,bus kota listrik,",Positif,"dusekitar ikn disiapkn lah kebon2 buah2an n logistic pangan yg lain,rmh2 dgn solarcell n turbin angin spy seflpiwet n minim polusi jk mungkin spd listrik n mobil listrik,bus kota listrik,",dusekitar ikn disiapkn lah kebon  buah an   logistic pangan yg lain rmh  dgn solarcell   turbin angin spy seflpiwet   minim polusi jk mungkin spd listrik   mobil listrik bus kota listrik,disekitar ikn disiapkan lah kebon buah an logistic pangan yang lain rumah dengan solarcell turbin angin supaya seflpiwet minim polusi jika mungkin sepeda listrik mobil listrik bus kota listrik,"['disekitar', 'ikn', 'disiapkan', 'lah', 'kebon', 'buah', 'an', 'logistic', 'pangan', 'yang', 'lain', 'rumah', 'dengan', 'solarcell', 'turbin', 'angin', 'supaya', 'seflpiwet', 'minim', 'polusi', 'jika', 'mungkin', 'sepeda', 'listrik', 'mobil', 'listrik', 'bus', 'kota', 'listrik']","['disekitar', 'ikn', 'disiapkan', 'lah', 'kebon', 'buah', 'an', 'logistic', 'pangan', '', '', 'rumah', '', 'solarcell', 'turbin', 'angin', '', 'seflpiwet', 'minim', 'polusi', '', 'mungkin', 'sepeda', 'listrik', 'mobil', 'listrik', 'bus', 'kota', 'listrik']","['sekitar', 'ikn', 'siap', 'lah', 'kebon', 'buah', 'an', 'logistic', 'pangan', '', '', 'rumah', '', 'solarcell', 'turbin', 'angin', '', 'seflpiwet', 'minim', 'polusi', '', 'mungkin', 'sepeda', 'listrik', 'mobil', 'listrik', 'bus', 'kota', 'listrik']","['sekitar', 'ikn', 'siap', 'lah', 'kebon', 'buah', 'an', 'logistic', 'pangan', 'rumah', 'solarcell', 'turbin', 'angin', 'seflpiwet', 'minim', 'polusi', 'mungkin', 'sepeda', 'listrik', 'mobil', 'listrik', 'bus', 'kota', 'listrik']"
1185,1261,Bagus. Krna jakarta air laut sudah tinggi..semoga lekas selasai,Positif,bagus. krna jakarta air laut sudah tinggi..semoga lekas selasai,bagus  krna jakarta air laut sudah tinggi  semoga lekas selasai,bagus karena jakarta air laut sudah tinggi semoga lekas selesai,"['bagus', 'karena', 'jakarta', 'air', 'laut', 'sudah', 'tinggi', 'semoga', 'lekas', 'selesai']","['bagus', '', 'jakarta', 'air', 'laut', '', 'tinggi', 'semoga', 'lekas', 'selesai']","['bagus', '', 'jakarta', 'air', 'laut', '', 'tinggi', 'moga', 'lekas', 'selesai']","['bagus', 'jakarta', 'air', 'laut', 'tinggi', 'moga', 'lekas', 'selesai']"
1186,1262,Knpa hnya masjid doang???yg gimn?,Negatif,knpa hnya masjid doang???yg gimn?,knpa hnya masjid doangyg gimn,kenapa hanya masjid doangyg bagaimana,"['kenapa', 'hanya', 'masjid', 'doangyg', 'bagaimana']","['', '', 'masjid', 'doangyg', 'bagaimana']","['', '', 'masjid', 'doangyg', 'bagaimana']","['masjid', 'doangyg', 'bagaimana']"
1187,1263,Semoga pembangunannya berjalan lancar dan tidak ada korupsi dalam proyek ini,Positif,semoga pembangunannya berjalan lancar dan tidak ada korupsi dalam proyek ini,semoga pembangunannya berjalan lancar dan tidak ada korupsi dalam proyek ini,semoga pembangunannya berjalan lancar dan tidak ada korupsi dalam proyek ini,"['semoga', 'pembangunannya', 'berjalan', 'lancar', 'dan', 'tidak', 'ada', 'korupsi', 'dalam', 'proyek', 'ini']","['semoga', 'pembangunannya', 'berjalan', 'lancar', '', '', '', 'korupsi', '', 'proyek', '']","['moga', 'bangun', 'jalan', 'lancar', '', '', '', 'korupsi', '', 'proyek', '']","['moga', 'bangun', 'jalan', 'lancar', 'korupsi', 'proyek']"
1188,1265,"Liat saja, apakah akan menjadi HAMBALANG jilid 2 ? 🤣🤣",Negatif,"liat saja, apakah akan menjadi hambalang jilid 2 ? 🤣🤣",liat saja  apakah akan menjadi hambalang jilid,lihat saja apakah akan menjadi hambalang jilid,"['lihat', 'saja', 'apakah', 'akan', 'menjadi', 'hambalang', 'jilid']","['lihat', '', '', '', 'menjadi', 'hambalang', 'jilid']","['lihat', '', '', '', 'jadi', 'hambalang', 'jilid']","['lihat', 'jadi', 'hambalang', 'jilid']"
1189,1266,Beda server woi,Netral,beda server woi,beda server woi,beda server woi,"['beda', 'server', 'woi']","['beda', 'server', 'woi']","['beda', 'server', 'woi']","['beda', 'server', 'woi']"
1190,1267,Jngan salah plilih nanti penerus bpk jokowi yg bisa mlanjutkan untk NKRI yg lbih maju kmarin ada yg nafsu  nyapres tpi.mau mnggalknya IKN dh kampanye  kmna&quot,Netral,jngan salah plilih nanti penerus bpk jokowi yg bisa mlanjutkan untk nkri yg lbih maju kmarin ada yg nafsu  nyapres tpi.mau mnggalknya ikn dh kampanye  kmna&quot,jngan salah plilih nanti penerus bpk jokowi yg bisa mlanjutkan untk nkri yg lbih maju kmarin ada yg nafsu nyapres tpi mau mnggalknya ikn dh kampanye kmna,jangan salah pilih nanti penerus bapak jokowi yang bisa melanjutkan untuk nkri yang lebih maju kemarin ada yang nafsu nyapres tapi mau meninggalkannya ikn sudah kampanye kemana,"['jangan', 'salah', 'pilih', 'nanti', 'penerus', 'bapak', 'jokowi', 'yang', 'bisa', 'melanjutkan', 'untuk', 'nkri', 'yang', 'lebih', 'maju', 'kemarin', 'ada', 'yang', 'nafsu', 'nyapres', 'tapi', 'mau', 'meninggalkannya', 'ikn', 'sudah', 'kampanye', 'kemana']","['jangan', 'salah', 'pilih', '', 'penerus', 'bapak', 'jokowi', '', '', 'melanjutkan', '', 'nkri', '', 'lebih', 'maju', 'kemarin', '', '', 'nafsu', 'nyapres', '', 'mau', 'meninggalkannya', 'ikn', '', 'kampanye', '']","['jangan', 'salah', 'pilih', '', 'terus', 'bapak', 'jokowi', '', '', 'lanjut', '', 'nkri', '', 'lebih', 'maju', 'kemarin', '', '', 'nafsu', 'nyapres', '', 'mau', 'tinggal', 'ikn', '', 'kampanye', '']","['jangan', 'salah', 'pilih', 'terus', 'bapak', 'jokowi', 'lanjut', 'nkri', 'lebih', 'maju', 'kemarin', 'nafsu', 'nyapres', 'mau', 'tinggal', 'ikn', 'kampanye']"
1191,1268,"Ya Allah berikan kelancaran kepada seluruh pekerja dan pemerintah untuk mewujudkan cita cita mulia tersebut, amin",Positif,"ya allah berikan kelancaran kepada seluruh pekerja dan pemerintah untuk mewujudkan cita cita mulia tersebut, amin",ya allah berikan kelancaran kepada seluruh pekerja dan pemerintah untuk mewujudkan cita cita mulia tersebut  amin,iya allah berikan kelancaran kepada seluruh pekerja dan pemerintah untuk mewujudkan cita cita mulia tersebut aamiin,"['iya', 'allah', 'berikan', 'kelancaran', 'kepada', 'seluruh', 'pekerja', 'dan', 'pemerintah', 'untuk', 'mewujudkan', 'cita', 'cita', 'mulia', 'tersebut', 'aamiin']","['iya', 'allah', 'berikan', 'kelancaran', '', 'seluruh', 'pekerja', '', 'pemerintah', '', 'mewujudkan', 'cita', 'cita', 'mulia', 'tersebut', 'aamiin']","['iya', 'allah', 'ikan', 'lancar', '', 'seluruh', 'kerja', '', 'perintah', '', 'wujud', 'cita', 'cita', 'mulia', 'sebut', 'aamiin']","['iya', 'allah', 'ikan', 'lancar', 'seluruh', 'kerja', 'perintah', 'wujud', 'cita', 'cita', 'mulia', 'sebut', 'aamiin']"
1192,1269,"@Khaze Aja kalo lu ngutamain paru2 bumi, coba lu gusur rumah lu sendiri trus jadiin hutan... lumayan bisa buat pembuktian kalo lu emang peduli sama hutan kalimantan.<br><br><br>btw, hutan yg dipake buat pembangunan merupakan area hutan industri yg emang d",Netral,"@khaze aja kalo lu ngutamain paru2 bumi, coba lu gusur rumah lu sendiri trus jadiin hutan... lumayan bisa buat pembuktian kalo lu emang peduli sama hutan kalimantan.<br><br><br>btw, hutan yg dipake buat pembangunan merupakan area hutan industri yg emang d",aja kalo lu ngutamain paru  bumi  coba lu gusur rumah lu sendiri trus jadiin hutan    lumayan bisa buat pembuktian kalo lu emang peduli sama hutan kalimantan    btw  hutan yg dipake buat pembangunan merupakan area hutan industri yg emang,saja kalau anda mengutamakan paru bumi coba anda gusur rumah anda sendiri terus jadiin hutan lumayan bisa buat pembuktian kalau anda memang peduli sama hutan kalimantan btw hutan yang dipake buat pembangunan merupakan area hutan industri yang memang,"['saja', 'kalau', 'anda', 'mengutamakan', 'paru', 'bumi', 'coba', 'anda', 'gusur', 'rumah', 'anda', 'sendiri', 'terus', 'jadiin', 'hutan', 'lumayan', 'bisa', 'buat', 'pembuktian', 'kalau', 'anda', 'memang', 'peduli', 'sama', 'hutan', 'kalimantan', 'btw', 'hutan', 'yang', 'dipake', 'buat', 'pembangunan', 'merupakan', 'area', 'hutan', 'industri', 'yang', 'memang']","['', 'kalau', '', 'mengutamakan', 'paru', 'bumi', 'coba', '', 'gusur', 'rumah', '', 'sendiri', 'terus', 'jadiin', 'hutan', 'lumayan', '', 'buat', 'pembuktian', 'kalau', '', 'memang', 'peduli', 'sama', 'hutan', 'kalimantan', 'btw', 'hutan', '', 'dipake', 'buat', 'pembangunan', 'merupakan', 'area', 'hutan', 'industri', '', 'memang']","['', 'kalau', '', 'utama', 'paru', 'bumi', 'coba', '', 'gusur', 'rumah', '', 'sendiri', 'terus', 'jadiin', 'hutan', 'lumayan', '', 'buat', 'bukti', 'kalau', '', 'memang', 'peduli', 'sama', 'hutan', 'kalimantan', 'btw', 'hutan', '', 'dipake', 'buat', 'bangun', 'rupa', 'area', 'hutan', 'industri', '', 'memang']","['kalau', 'utama', 'paru', 'bumi', 'coba', 'gusur', 'rumah', 'sendiri', 'terus', 'jadiin', 'hutan', 'lumayan', 'buat', 'bukti', 'kalau', 'memang', 'peduli', 'sama', 'hutan', 'kalimantan', 'btw', 'hutan', 'dipake', 'buat', 'bangun', 'rupa', 'area', 'hutan', 'industri', 'memang']"
1193,1270,"@Khaze Aja dahlah lu dibenerin juga kgak bakal paham njay.... dari tadi argumen lu nggk ada yg masuk akal, malah cenderung ungkit2 boroknya doang.<br><br>kayaknya lu emang beneran orang purba njir, nggk tau geopolitik modern jaman sekarang akwoakao",Netral,"@khaze aja dahlah lu dibenerin juga kgak bakal paham njay.... dari tadi argumen lu nggk ada yg masuk akal, malah cenderung ungkit2 boroknya doang.<br><br>kayaknya lu emang beneran orang purba njir, nggk tau geopolitik modern jaman sekarang akwoakao",aja dahlah lu dibenerin juga kgak bakal paham njay     dari tadi argumen lu nggk ada yg masuk akal  malah cenderung ungkit  boroknya doang   kayaknya lu emang beneran orang purba njir  nggk tau geopolitik modern jaman sekarang akwoakao,saja dahlah anda dibenerin juga tidak akan paham njay dari tadi argumen anda tidak ada yang masuk akal malah cenderung ungkit boroknya doang kayaknya anda memang beneran orang purba njir tidak tau geopolitik modern jaman sekarang akwoakao,"['saja', 'dahlah', 'anda', 'dibenerin', 'juga', 'tidak', 'akan', 'paham', 'njay', 'dari', 'tadi', 'argumen', 'anda', 'tidak', 'ada', 'yang', 'masuk', 'akal', 'malah', 'cenderung', 'ungkit', 'boroknya', 'doang', 'kayaknya', 'anda', 'memang', 'beneran', 'orang', 'purba', 'njir', 'tidak', 'tau', 'geopolitik', 'modern', 'jaman', 'sekarang', 'akwoakao']","['', 'dahlah', '', 'dibenerin', '', '', '', 'paham', 'njay', '', 'tadi', 'argumen', '', '', '', '', 'masuk', 'akal', 'malah', 'cenderung', 'ungkit', 'boroknya', 'doang', 'kayaknya', '', 'memang', 'beneran', 'orang', 'purba', 'njir', '', 'tau', 'geopolitik', 'modern', 'jaman', 'sekarang', 'akwoakao']","['', 'dah', '', 'dibenerin', '', '', '', 'paham', 'njay', '', 'tadi', 'argumen', '', '', '', '', 'masuk', 'akal', 'malah', 'cenderung', 'ungkit', 'borok', 'doang', 'kayak', '', 'memang', 'beneran', 'orang', 'purba', 'njir', '', 'tau', 'geopolitik', 'modern', 'jaman', 'sekarang', 'akwoakao']","['dah', 'dibenerin', 'paham', 'njay', 'tadi', 'argumen', 'masuk', 'akal', 'malah', 'cenderung', 'ungkit', 'borok', 'doang', 'kayak', 'memang', 'beneran', 'orang', 'purba', 'njir', 'tau', 'geopolitik', 'modern', 'jaman', 'sekarang', 'akwoakao']"
1194,1271,"@Adolf Stalin Anda terlalu jauh ke sana kemari buat argumentasi. Nyatanya Sekarang hutang Des 22<br>7.733 T. Dan pasti akhir 2024 12.000T .Terus klu memang saham kita sdh besar dpt freeport, kenapa  bayar hutang dgn buat hutang baru. ,kenapa subsidi utk r",Negatif,"@adolf stalin anda terlalu jauh ke sana kemari buat argumentasi. nyatanya sekarang hutang des 22<br>7.733 t. dan pasti akhir 2024 12.000t .terus klu memang saham kita sdh besar dpt freeport, kenapa  bayar hutang dgn buat hutang baru. ,kenapa subsidi utk r",stalin anda terlalu jauh ke sana kemari buat argumentasi  nyatanya sekarang hutang des          dan pasti akhir         terus klu memang saham kita sdh besar dpt freeport  kenapa bayar hutang dgn buat hutang baru   kenapa subsidi utk,stalin anda terlalu jauh ke sana kemari buat argumentasi nyatanya sekarang hutang des dan pasti akhir terus kalau memang saham kita sudah besar dapat freeport kenapa bayar hutang dengan buat hutang baru kenapa subsidi untuk,"['stalin', 'anda', 'terlalu', 'jauh', 'ke', 'sana', 'kemari', 'buat', 'argumentasi', 'nyatanya', 'sekarang', 'hutang', 'des', 'dan', 'pasti', 'akhir', 'terus', 'kalau', 'memang', 'saham', 'kita', 'sudah', 'besar', 'dapat', 'freeport', 'kenapa', 'bayar', 'hutang', 'dengan', 'buat', 'hutang', 'baru', 'kenapa', 'subsidi', 'untuk']","['stalin', '', 'terlalu', 'jauh', '', 'sana', 'kemari', 'buat', 'argumentasi', 'nyatanya', 'sekarang', 'hutang', 'des', '', '', 'akhir', 'terus', 'kalau', 'memang', 'saham', '', '', 'besar', '', 'freeport', '', 'bayar', 'hutang', '', 'buat', 'hutang', 'baru', '', 'subsidi', '']","['stalin', '', 'terlalu', 'jauh', '', 'sana', 'kemari', 'buat', 'argumentasi', 'nyata', 'sekarang', 'hutang', 'des', '', '', 'akhir', 'terus', 'kalau', 'memang', 'saham', '', '', 'besar', '', 'freeport', '', 'bayar', 'hutang', '', 'buat', 'hutang', 'baru', '', 'subsidi', '']","['stalin', 'terlalu', 'jauh', 'sana', 'kemari', 'buat', 'argumentasi', 'nyata', 'sekarang', 'hutang', 'des', 'akhir', 'terus', 'kalau', 'memang', 'saham', 'besar', 'freeport', 'bayar', 'hutang', 'buat', 'hutang', 'baru', 'subsidi']"
